East,North,Year,Season,Date,Transect,Quad,DIST.,Water Depth,Spp,Common Name,Scientific Name,Percent,Height,Density,Obs,Comments
549605,4219445,2004,Summer,8/3/2004,4A,5,12,,BARE,bare ground,N/A,2,,,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,1,0,,BARE,bare ground,N/A,35,,,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,1,0,,SAVI,Pickleweed,Salicornia virginica,20,33,0,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,1,0,,SPMA,Sand Spurrey,Spergularia macrotheca,5,4,7,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,1,0,,DOM,dead & standing,N/A,40,,,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,1,0,,ATTR,Fat hen,Atriplex triangularis,2,12,1,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,2,3,,SAVI,Pickleweed,Salicornia virginica,15,21,3,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,2,3,,BARE,bare ground,N/A,85,,,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,3,6,,BARE,bare ground,N/A,95,,,"DG, AW",
550093,4219736,2004,Summer,8/3/2004,4B,3,6,,LI,Litter (dead & not standing),N/A,5,,,"DG, AW",
549618,4220027,2005,Summer,8/1/2005,1A,1,0,,DOM,dead & standing,N/A,85,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,1,0,,LOCO,Birdfoot trefoil,Lotus corniculatus,30,30,30,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,1,0,,SPRU,Sand-spurry,Spergularia rubra,10,22,27,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,1,0,,BARE,bare ground,N/A,10,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,2,3,,DOM,dead & standing,N/A,100,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,2,3,,LOCO,Birdfoot trefoil,Lotus corniculatus,80,28,20,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,3,6,,RASA,Common wild radish,Raphanus sativus,30,36,0,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,3,6,,DOM,dead & standing,N/A,100,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,3,6,,LOCO,Birdfoot trefoil,Lotus corniculatus,20,30,52,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,4,9,,RASA,Common wild radish,Raphanus sativus,30,23,2,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,4,9,,LOCO,Birdfoot trefoil,Lotus corniculatus,90,40,200,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,4,9,,DOM,dead & standing,N/A,100,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,5,12,,DOM,dead & standing,N/A,100,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,5,12,,LOCO,Birdfoot trefoil,Lotus corniculatus,15,32,26,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,6,15,,SAVI,Pickleweed,Salicornia virginica,70,58,0,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,6,15,,FRSA,Alkali Heath,Frankenia salina,60,59,0,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,7,18,,SAVI,Pickleweed,Salicornia virginica,25,64,10,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,7,18,,BARE,bare ground,N/A,68,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,7,18,,ALGG,Green Algae,N/A,5,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,7,18,,FRSA,Alkali Heath,Frankenia salina,2,20,0,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,8,21,,SAVI,Pickleweed,Salicornia virginica,30,46,7,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,8,21,,BARE,bare ground,N/A,70,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,8,21,,LI,Litter (dead & not standing),N/A,1,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1A,9,24,,SAVI,Pickleweed,Salicornia virginica,80,47,3,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,9,24,,DISP,Salt Grass,Distichlis spicata,2,31,1,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,9,24,,BARE,bare ground,N/A,18,,,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,10,27,,SAVI,Pickleweed,Salicornia virginica,90,73,3,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,10,27,,BARE,bare ground,N/A,10,,,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,11,30,,SAVI,Pickleweed,Salicornia virginica,60,28,2,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,11,30,,BARE,bare ground,N/A,40,,,"AR, AW",SPFO is growing near transect
549618,4220027,2005,Summer,8/1/2005,1A,12,33,,BARE,bare ground,N/A,,,,"AR, AW",SPFO is growing near transect
549814,4220063,2005,Summer,8/1/2005,2A,1,0,,RASA,Common wild radish,Raphanus sativus,25,37,1,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,1,0,,SPRU,Sand-spurry,Spergularia rubra,20,9,8,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,1,0,,BARE,bare ground,N/A,40,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,1,0,,DOM,dead & standing,N/A,20,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,1,0,,LI,Litter (dead & not standing),N/A,10,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,2,3,,RASA,Common wild radish,Raphanus sativus,25,44,2,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,2,3,,LOCO,Birdfoot trefoil,Lotus corniculatus,2,15,1,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,2,3,,DOM,dead & standing,N/A,100,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,3,6,,DOM,dead & standing,N/A,90,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,3,6,,LOCO,Birdfoot trefoil,Lotus corniculatus,5,14,0,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,3,6,,BARE,bare ground,N/A,20,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,3,6,,RUCR,Curly dock,Rumex crispus,2,7,0,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,4,9,,DOM,dead & standing,N/A,50,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,4,9,,LI,Litter (dead & not standing),N/A,40,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,4,9,,LOCO,Birdfoot trefoil,Lotus corniculatus,5,15,0,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,4,9,,BARE,bare ground,N/A,5,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,5,12,,RASA,Common wild radish,Raphanus sativus,20,42,3,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,5,12,,LOCO,Birdfoot trefoil,Lotus corniculatus,10,19,6,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,5,12,,CESO,Yellow star thistle,Centaurea solstitialis,2,17,0,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,5,12,,LI,Litter (dead & not standing),N/A,15,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,5,12,,DOM,dead & standing,N/A,45,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,5,12,,LOPE,Perennial rye grass,Lolium perenne,2,45,5,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,6,15,,DOM,dead & standing,N/A,100,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,6,15,,LOCO,Birdfoot trefoil,Lotus corniculatus,10,20,1,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,6,15,,LASE,Wild lettuce,Lactuca serriola,3,6,1,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,7,18,,SAVI,Pickleweed,Salicornia virginica,20,38,12,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,7,18,,COCO,Brass buttons,Cotula coronopifolia,90,18,55,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,7,18,,BARE,bare ground,N/A,10,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,7,18,,DOM,dead & standing,N/A,20,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,8,21,,SAVI,Pickleweed,Salicornia virginica,65,47,25,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,8,21,,BARE,bare ground,N/A,20,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,8,21,,ATTR,Fat hen,Atriplex triangularis,1,3,2,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,8,21,,SPRU,Sand-spurry,Spergularia rubra,5,7,13,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,8,21,,COCO,Brass buttons,Cotula coronopifolia,15,10,7,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,8,21,,JACA,Salmarsh Daisy,Jaumea carnosa,1,2,1,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,9,24,,SAVI,Pickleweed,Salicornia virginica,95,40,30,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,9,24,,ATTR,Fat hen,Atriplex triangularis,1,13,1,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,9,24,,LI,Litter (dead & not standing),N/A,2,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,9,24,,DOM,dead & standing,N/A,2,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,9,24,,COCO,Brass buttons,Cotula coronopifolia,1,3,2,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,9,24,,BARE,bare ground,N/A,5,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,10,27,,SAVI,Pickleweed,Salicornia virginica,85,43,20,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,10,27,,BARE,bare ground,N/A,15,,,"AR, AW",
549814,4220063,2005,Summer,8/1/2005,2A,11,30,1,BARE,bare ground,N/A,100,,,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,1,0,,DOM,dead & standing,N/A,100,,,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,1,0,,SPRU,Sand-spurry,Spergularia rubra,10,15,6,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,2,3,,LI,Litter (dead & not standing),N/A,90,,,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,2,3,,SAVI,Pickleweed,Salicornia virginica,3,23,2,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,2,3,,LOCO,Birdfoot trefoil,Lotus corniculatus,3,4,2,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,2,3,,BARE,bare ground,N/A,15,,,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,3,6,,SAVI,Pickleweed,Salicornia virginica,85,32,47,"AR, AW",1st year plants
549520,4219617,2005,Summer,8/1/2005,3A,3,6,,BARE,bare ground,N/A,15,,,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,3,6,,COCO,Brass buttons,Cotula coronopifolia,5,14,10,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,4,9,,SAVI,Pickleweed,Salicornia virginica,100,66,14,"AR, AW",
549520,4219617,2005,Summer,8/1/2005,3A,4,9,,BARE,bare ground,N/A,10,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,1,0,,DOM,dead & standing,N/A,100,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,1,0,,SPRU,Sand-spurry,Spergularia rubra,25,15,8,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,SAVI,Pickleweed,Salicornia virginica,35,28,13,"AR, AW",1st year plants
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,LI,Litter (dead & not standing),N/A,10,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,BARE,bare ground,N/A,40,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,COCO,Brass buttons,Cotula coronopifolia,5,7,10,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,LOCO,Birdfoot trefoil,Lotus corniculatus,15,9,9,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,SPRU,Sand-spurry,Spergularia rubra,20,9,21,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,ATSE,Australian saltbush,Atriplex semibaccata,1,9,0,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,2,3,,ATTR,Fat hen,Atriplex triangularis,1,2,1,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,3,6,,SAVI,Pickleweed,Salicornia virginica,40,22,46,"AR, AW",1st year plants
549605,4219445,2005,Summer,8/1/2005,4A,3,6,,BARE,bare ground,N/A,60,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,3,6,,COCO,Brass buttons,Cotula coronopifolia,1,2,2,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,4,9,,SAVI,Pickleweed,Salicornia virginica,90,37,47,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,4,9,,BARE,bare ground,N/A,10,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,4,9,,COCO,Brass buttons,Cotula coronopifolia,5,11,12,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,4,9,,ALGG,Green Algae,N/A,5,,,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,4,12,,SAVI,Pickleweed,Salicornia virginica,100,62,20,"AR, AW",
549605,4219445,2005,Summer,8/1/2005,4A,4,12,,OPWA,Open Water,N/A,30,,,"AR, AW",water body
549618,4220027,2005,Summer,8/1/2005,1B,1,508,,DOM,dead & standing,N/A,60,,,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1B,1,508,,TETE,New Zealand Spinach,Tetragonia tetragonioides,90,32,1,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1B,2,505,,FRSA,Alkali Heath,Frankenia salina,95,43,0,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1B,2,505,,ATTR,Fat hen,Atriplex triangularis,10,40,3,"AR, AW",
549618,4220027,2005,Summer,8/1/2005,1B,2,505,,DOM,dead & standing,N/A,5,,,"AR, AW",
549973,4219479,2005,Summer,8/1/2005,2B,1,422,,TETE,New Zealand Spinach,Tetragonia tetragonioides,65,22,0,"AR, AW",
549973,4219479,2005,Summer,8/1/2005,2B,1,422,,SPRU,Sand-spurry,Spergularia rubra,5,7,0,"AR, AW",
549973,4219479,2005,Summer,8/1/2005,2B,1,422,,DOM,dead & standing,N/A,100,,,"AR, AW",
550110,4219823,2005,Summer,8/1/2005,3B,1,623,,SAVI,Pickleweed,Salicornia virginica,30,27,9,"AR, AW",first year
550110,4219823,2005,Summer,8/1/2005,3B,1,623,,BARE,bare ground,N/A,65,,,"AR, AW",
550110,4219823,2005,Summer,8/1/2005,3B,1,623,,SPRU,Sand-spurry,Spergularia rubra,5,6,6,"AR, AW",
550093,4219736,2005,Summer,8/1/2005,4B,1,553,,DOM,dead & standing,N/A,100,,,"AR, AW",
550093,4219736,2005,Summer,8/1/2005,4B,2,550,,TETE,New Zealand Spinach,Tetragonia tetragonioides,35,38,0,"AR, AW",
550093,4219736,2005,Summer,8/1/2005,4B,2,550,,OPWA,Open Water,N/A,65,,,"AR, AW",water body
550093,4219736,2006,Summer,8/17/2006,4B,1,552.5,0,DOM,dead & standing,N/A,100,170,,"AR, RG",553 NOT USED BECAUSE PART OF PATH
550093,4219736,2006,Summer,8/17/2006,4B,1,552.5,0,GNSP,#N/A,#N/A,2,44,3,"AR, RG",
550093,4219736,2006,Summer,8/17/2006,4B,1,552.5,0,ATTR,Fat hen,Atriplex triangularis,1,15,1,"AR, RG",
550093,4219736,2006,Summer,8/17/2006,4B,1,552.5,0,POMA,Marin Knotweed,Polygonum marinense,1,35,0,"AR, RG",
550093,4219736,2006,Summer,8/17/2006,4B,1,552.5,0,SPRU,Sand-spurry,Spergularia rubra,2,20,1,"AR, RG",
550110,4219823,2006,Summer,8/17/2006,3B,1,623,0,SAVI,Pickleweed,Salicornia virginica,60,41,5,"AR, RG",
550110,4219823,2006,Summer,8/17/2006,3B,1,623,0,BARE,bare ground,N/A,40,,,"AR, RG",
550110,4219823,2006,Summer,8/17/2006,3B,1,623,0,LI,Litter (dead & not standing),N/A,2,,,"AR, RG",
550110,4219823,2006,Summer,8/17/2006,3B,1,623,0,COCO,Brass buttons,Cotula coronopifolia,1,6,2,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,1,0,0,DOM,dead & standing,N/A,90,62,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,1,0,0,BARE,bare ground,N/A,5,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,1,0,0,LI,Litter (dead & not standing),N/A,5,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,2,3,0,CESO,Yellow star thistle,Centaurea solstitialis,12,50,0,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,2,3,0,DOM,dead & standing,N/A,99,45,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,2,3,0,LOCO,Birdfoot trefoil,Lotus corniculatus,2,31,2,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,2,3,0,BARE,bare ground,N/A,1,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,3,6,0,HYRA,Cat's Ear,Hypochaeris radicata,15,37,6,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,3,6,0,DOM,dead & standing,N/A,90,55,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,3,6,0,LOCO,Birdfoot trefoil,Lotus corniculatus,50,32,14,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,3,6,0,RASA,Common wild radish,Raphanus sativus,4,20,0,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,4,9,0,DOM,dead & standing,N/A,100,54,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,4,9,0,LOCO,Birdfoot trefoil,Lotus corniculatus,25,25,5,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,4,9,0,HYRA,Cat's Ear,Hypochaeris radicata,10,32,3,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,5,12,0,DOM,dead & standing,N/A,100,39,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,5,12,0,LOCO,Birdfoot trefoil,Lotus corniculatus,35,27,6,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,6,15,0,DOM,dead & standing,N/A,80,42,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,6,15,0,LOCO,Birdfoot trefoil,Lotus corniculatus,40,25,13,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,6,15,0,ATTR,Fat hen,Atriplex triangularis,1,15,1,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,6,15,0,GRST,gum plant,Grindelia stricta,1,17,1,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,7,18,0,SAVI,Pickleweed,Salicornia virginica,80,40,5,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,7,18,0,BARE,bare ground,N/A,20,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,7,18,0,COCO,Brass buttons,Cotula coronopifolia,5,11,33,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,8,21,0,SAVI,Pickleweed,Salicornia virginica,85,55,5,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,8,21,0,BARE,bare ground,N/A,15,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,8,21,0,COCO,Brass buttons,Cotula coronopifolia,5,12,14,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,8,21,0,LI,Litter (dead & not standing),N/A,4,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,9,24,0,SAVI,Pickleweed,Salicornia virginica,99,55,9,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,9,24,0,WRAC,#N/A,#N/A,5,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,9,24,0,COCO,Brass buttons,Cotula coronopifolia,1,8,1,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,10,27,0.01,SAVI,Pickleweed,Salicornia virginica,90,40,11,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,10,27,0.01,BARE,bare ground,N/A,10,,,"AR, RG",
549814,4220063,2006,Summer,8/17/2006,2A,10,27,0.01,ALGG,Green Algae,N/A,25,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,1,0,0,DOM,dead & standing,N/A,100,60,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,1,0,0,RASA,Common wild radish,Raphanus sativus,2,28,0,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,2,3,0,DOM,dead & standing,N/A,100,46,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,2,3,0,RASA,Common wild radish,Raphanus sativus,8,42,1,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,3,6,0,DOM,dead & standing,N/A,98,54,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,3,6,0,RASA,Common wild radish,Raphanus sativus,15,37,5,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,4,9,0,DOM,dead & standing,N/A,75,100,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,4,9,0,RASA,Common wild radish,Raphanus sativus,10,85,6,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,4,9,0,HULI,#N/A,#N/A,35,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,4,9,0,BARE,bare ground,N/A,2,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,5,12,0,DOM,dead & standing,N/A,98,46,,"AR, RG",wrackline from 12.5 to 14m
549618,4220027,2006,Summer,8/17/2006,1A,5,12,0,LOCO,Birdfoot trefoil,Lotus corniculatus,5,12,8,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,5,12,0,LI,Litter (dead & not standing),N/A,5,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,6,15,0,SAVI,Pickleweed,Salicornia virginica,80,52,2,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,6,15,0,WRAC,#N/A,#N/A,10,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,6,15,0,FRSA,Alkali Heath,Frankenia salina,25,55,1,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,6,15,0,BARE,bare ground,N/A,2,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,7,18,5,SAVI,Pickleweed,Salicornia virginica,35,41,6,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,7,18,5,DISP,Salt Grass,Distichlis spicata,30,24,100,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,7,18,5,ALGG,Green Algae,N/A,40,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,7,18,5,BARE,bare ground,N/A,20,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,8,21,4,SAVI,Pickleweed,Salicornia virginica,80,40,5,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,8,21,4,ALGG,Green Algae,N/A,40,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,8,21,4,BARE,bare ground,N/A,5,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,9,24,0,SAVI,Pickleweed,Salicornia virginica,92,40,4,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,9,24,0,DISP,Salt Grass,Distichlis spicata,5,25,0,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,9,24,0,BARE,bare ground,N/A,15,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,10,27,0.01,SAVI,Pickleweed,Salicornia virginica,60,65,2,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,10,27,0.01,COCO,Brass buttons,Cotula coronopifolia,4,13,4,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,10,27,0.01,BARE,bare ground,N/A,25,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,10,27,0.01,FRSA,Alkali Heath,Frankenia salina,20,34,0,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,10,27,0.01,ALGG,Green Algae,N/A,5,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,11,30,0.01,SPFO,Cordgrass,Spartina foliosa,30,78,15,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,11,30,0.01,ALGG,Green Algae,N/A,15,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,11,30,0.01,BARE,bare ground,N/A,30,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,11,30,0.01,COCO,Brass buttons,Cotula coronopifolia,2,10,3,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,11,30,0.01,SAVI,Pickleweed,Salicornia virginica,40,45,3,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,12,33,0.01,SPFO,Cordgrass,Spartina foliosa,10,64,8,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1A,12,33,0.01,BARE,bare ground,N/A,90,,,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,1,0,0,DOM,dead & standing,N/A,100,62,,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,1,0,0,SPSP,#N/A,#N/A,6,16,0,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,1,0,0,POMA,Marin Knotweed,Polygonum marinense,4,25,0,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,2,3,0,BAPI,coyote bush,Baccharis pilularis,40,62,0,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,2,3,0,LOCO,Birdfoot trefoil,Lotus corniculatus,50,21,16,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,2,3,0,SAVI,Pickleweed,Salicornia virginica,10,20,1,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,2,3,0,DOM,dead & standing,N/A,8,45,,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,3,6,0,SAVI,Pickleweed,Salicornia virginica,90,39,10,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,3,6,0,BARE,bare ground,N/A,10,,,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,3,6,0,COCO,Brass buttons,Cotula coronopifolia,1,4,2,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,4,9,0,SAVI,Pickleweed,Salicornia virginica,98,65,8,"AR, RG",
549520,4219617,2006,Summer,8/17/2006,3A,4,9,0,BARE,bare ground,N/A,2,,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,1,0,0,DOM,dead & standing,N/A,99,32,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,1,0,0,RASA,Common wild radish,Raphanus sativus,10,19,0,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,2,3,0,SAVI,Pickleweed,Salicornia virginica,45,42,1,"AR, RG",
