DATE,Year,Month,Season,Habitat,Transect,Quadrat,Spp,Common Name,Scientific Name,% Cover,Height,Density,Water depth,Easting,Northing,NOTES
8/5/2004,2004,August,Summer,LM,3,3,BARE,Bare Ground,N/A,93,,,,,,
8/11/2004,2004,August,Summer,MP,3,1,SAVI,Pickleweed,Salicornia virginica,40,20,3,,,,
8/11/2004,2004,August,Summer,MP,3,1,SPMA,Sand spurrey,Spergularia Macrotheca,15,9,3,,,,
8/11/2004,2004,August,Summer,MP,3,1,COCO,Brass buttons,Cotula coronopifolia,10,6,10,,,,
8/11/2004,2004,August,Summer,MP,3,1,BARE,Bare Ground,N/A,20,,,,,,
8/11/2004,2004,August,Summer,MP,3,1,LITR,Dead and Standing,N/A,15,,,,,,
8/11/2004,2004,August,Summer,MP,3,2,SAVI,Pickleweed,Salicornia virginica,55,23,1,,,,
8/11/2004,2004,August,Summer,MP,3,2,COCO,Brass buttons,Cotula coronopifolia,10,6,2,,,,
8/11/2004,2004,August,Summer,MP,3,2,SPMA,Sand spurrey,Spergularia Macrotheca,5,8,3,,,,
8/11/2004,2004,August,Summer,MP,3,2,UNKN2,#N/A,#N/A,3,21,0,,,,
8/11/2004,2004,August,Summer,MP,3,2,GRST,Gum-plant,Grindelia stricta,2,7,1,,,,
8/11/2004,2004,August,Summer,MP,3,3,SAVI,Pickleweed,Salicornia virginica,20,37,8,,,,
8/11/2004,2004,August,Summer,MP,3,3,SPMA,Sand spurrey,Spergularia Macrotheca,10,7,21,,,,
8/11/2004,2004,August,Summer,MP,3,3,LITR,Dead and Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,MP,3,3,BARE,Bare Ground,N/A,60,,,,,,
8/11/2004,2004,August,Summer,MP,4,1,LOCO,Birdfoot trefoil,Lotus corniculatus,55,9,2,,,,
8/11/2004,2004,August,Summer,MP,4,1,LITR,Dead and Standing,N/A,45,,,,,,
8/11/2004,2004,August,Summer,MP,4,2,LOCO,Birdfoot trefoil,Lotus corniculatus,2,7,1,,,,
8/11/2004,2004,August,Summer,MP,4,2,GRST,Gum-plant,Grindelia stricta,2,8,1,,,,
8/11/2004,2004,August,Summer,MP,4,2,SPMA,Sand spurrey,Spergularia Macrotheca,4,10,1,,,,
8/11/2004,2004,August,Summer,MP,4,2,COCO,Brass buttons,Cotula coronopifolia,6,6,2,,,,
8/11/2004,2004,August,Summer,MP,4,2,LITR,Dead and Standing,N/A,86,,,,,,
8/11/2004,2004,August,Summer,MP,4,3,SAVI,Pickleweed,Salicornia virginica,10,20,6,,,,
8/11/2004,2004,August,Summer,MP,4,3,LOCO,Birdfoot trefoil,Lotus corniculatus,40,7,12,,,,
8/11/2004,2004,August,Summer,MP,4,3,ATTR,Fat hen,Atriplex triangularis,1,7,2,,,,
8/11/2004,2004,August,Summer,MP,4,3,COCO,Brass buttons,Cotula coronopifolia,3,6,1,,,,
8/11/2004,2004,August,Summer,MP,4,3,SPMA,Sand spurrey,Spergularia Macrotheca,15,10,5,,,,
8/11/2004,2004,August,Summer,HM,6,1,GRST,Gum-plant,Grindelia stricta,10,36,2,,,,
8/11/2004,2004,August,Summer,HM,6,1,SAVI,Pickleweed,Salicornia virginica,10,29,5,,,,
8/11/2004,2004,August,Summer,HM,6,1,JACA,Saltmarsh Daisy,Jaumea carnosa,55,18,0,,,,
8/11/2004,2004,August,Summer,HM,6,1,SPMA,Sand spurrey,Spergularia Macrotheca,10,14,5,,,,
8/11/2004,2004,August,Summer,HM,6,1,LITR,Dead and Standing,N/A,7,,,,,,
8/11/2004,2004,August,Summer,HM,6,2,JACA,Saltmarsh Daisy,Jaumea carnosa,95,21,1,,,,
8/11/2004,2004,August,Summer,HM,6,2,SAVI,Pickleweed,Salicornia virginica,30,35,0,,,,
8/11/2004,2004,August,Summer,HM,6,3,SAVI,Pickleweed,Salicornia virginica,85,41,3,,,,
8/11/2004,2004,August,Summer,HM,6,3,ATTR,Fat hen,Atriplex triangularis,2,17,3,,,,
8/11/2004,2004,August,Summer,HM,6,3,BARE,Bare Ground,N/A,13,,,,,,
8/11/2004,2004,August,Summer,MP,6,1,SAVI,Pickleweed,Salicornia virginica,45,23,2,,,,
8/11/2004,2004,August,Summer,MP,6,1,SPMA,Sand spurrey,Spergularia Macrotheca,25,15,11,,,,
8/11/2004,2004,August,Summer,MP,6,1,ATTR,Fat hen,Atriplex triangularis,2,6,3,,,,
8/11/2004,2004,August,Summer,MP,6,1,BARE,Bare Ground,N/A,20,,,,,,
8/11/2004,2004,August,Summer,MP,6,1,LITR,Dead and Standing,N/A,8,,,,,,
8/11/2004,2004,August,Summer,MP,6,2,DISP,Salt Grass,Distichlis spicata,75,20,50,,,,
8/11/2004,2004,August,Summer,MP,6,2,SPMA,Sand spurrey,Spergularia Macrotheca,10,13,8,,,,
8/11/2004,2004,August,Summer,MP,6,2,COCO,Brass buttons,Cotula coronopifolia,1,6,3,,,,
8/11/2004,2004,August,Summer,MP,6,2,LITR,Dead and Standing,N/A,20,,,,,,
8/11/2004,2004,August,Summer,MP,6,2,BARE,Bare Ground,N/A,10,,,,,,
8/11/2004,2004,August,Summer,MP,6,2,ATTR,Fat hen,Atriplex triangularis,1,2,1,,,,
8/11/2004,2004,August,Summer,MP,6,3,SAVI,Pickleweed,Salicornia virginica,40,73,1,,,,
8/11/2004,2004,August,Summer,MP,6,3,SPMA,Sand spurrey,Spergularia Macrotheca,30,12,12,,,,
8/11/2004,2004,August,Summer,MP,6,3,LITR,Dead and Standing,N/A,50,,,,,,
8/11/2004,2004,August,Summer,MP,6,3,ATTR,Fat hen,Atriplex triangularis,1,7,2,,,,
8/11/2004,2004,August,Summer,UP,6,1,ATTR,Fat hen,Atriplex triangularis,25,14,25,,,,
8/11/2004,2004,August,Summer,UP,6,1,SPMA,Sand spurrey,Spergularia Macrotheca,40,7,15,,,,
8/11/2004,2004,August,Summer,UP,6,1,LITR,Dead and Standing,N/A,30,,,,,,
8/11/2004,2004,August,Summer,UP,6,1,BARE,Bare Ground,N/A,5,,,,,,
8/11/2004,2004,August,Summer,UP,6,2,SPMA,Sand spurrey,Spergularia Macrotheca,50,10,5,,,,
8/11/2004,2004,August,Summer,UP,6,2,SAVI,Pickleweed,Salicornia virginica,5,9,1,,,,
8/11/2004,2004,August,Summer,UP,6,2,ATTR,Fat hen,Atriplex triangularis,5,12,6,,,,
8/11/2004,2004,August,Summer,UP,6,2,LITR,Dead and Standing,N/A,40,,,,,,
8/11/2004,2004,August,Summer,UP,6,3,ATTR,Fat hen,Atriplex triangularis,95,27,185,,,,
8/11/2004,2004,August,Summer,UP,6,3,LITR,Dead and Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,5,1,SAVI,Pickleweed,Salicornia virginica,5,10,2,,,,
8/11/2004,2004,August,Summer,HM,5,1,SPMA,Sand spurrey,Spergularia Macrotheca,3,5,3,,,,
8/11/2004,2004,August,Summer,HM,5,1,LITR,Dead and Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,5,1,BARE,Bare Ground,N/A,82,,,,,,
8/11/2004,2004,August,Summer,HM,5,2,SAVI,Pickleweed,Salicornia virginica,1,6,6,,,,
8/11/2004,2004,August,Summer,HM,5,2,SPMA,Sand spurrey,Spergularia Macrotheca,20,6,14,,,,
8/11/2004,2004,August,Summer,HM,5,2,LITR,Dead and Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,5,2,BARE,Bare Ground,N/A,69,,,,,,
8/11/2004,2004,August,Summer,HM,5,3,SPMA,Sand spurrey,Spergularia Macrotheca,5,6,9,,,,
8/11/2004,2004,August,Summer,HM,5,3,LITR,Dead and Standing,N/A,90,,,,,,
8/11/2004,2004,August,Summer,HM,5,3,BARE,Bare Ground,N/A,5,,,,,,
8/11/2004,2004,August,Summer,UP,5,1,PIEC,Bristly ox-tongue,Picris echioides,4,3,1,,,,
8/11/2004,2004,August,Summer,UP,5,1,LITR,Dead and Standing,N/A,90,,,,,,
8/11/2004,2004,August,Summer,UP,5,1,BARE,Bare Ground,N/A,6,,,,,,
8/11/2004,2004,August,Summer,UP,5,2,DUFF,Dead Not Standing,N/A,60,,,,,,
8/11/2004,2004,August,Summer,UP,5,2,LITR,Dead and Standing,N/A,30,,,,,,
8/11/2004,2004,August,Summer,UP,5,2,BARE,Bare Ground,N/A,10,,,,,,
8/11/2004,2004,August,Summer,UP,5,3,GRST,Gum-plant,Grindelia stricta,15,9,1,,,,
8/11/2004,2004,August,Summer,UP,5,3,LITR,Dead and Standing,N/A,50,,,,,,
8/11/2004,2004,August,Summer,UP,5,3,DUFF,Dead Not Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,UP,5,3,BARE,Bare Ground,N/A,25,,,,,,
8/11/2004,2004,August,Summer,UP,2,1,LOCO,Birdfoot trefoil,Lotus corniculatus,80,6,2,,,,
8/11/2004,2004,August,Summer,UP,2,1,PIEC,Bristly ox-tongue,Picris echioides,3,1,1,,,,
8/11/2004,2004,August,Summer,UP,2,1,LITR,Dead and Standing,N/A,5,,,,,,
8/11/2004,2004,August,Summer,UP,2,1,BARE,Bare Ground,N/A,10,,,,,,
8/11/2004,2004,August,Summer,UP,2,1,SPMA,Sand spurrey,Spergularia Macrotheca,2,4,1,,,,
8/11/2004,2004,August,Summer,UP,2,2,LOCO,Birdfoot trefoil,Lotus corniculatus,4,4,2,,,,
8/11/2004,2004,August,Summer,UP,2,2,PLLA,English plantain,Plantago lanceolata,4,10,1,,,,
8/11/2004,2004,August,Summer,UP,2,2,PIEC,Bristly ox-tongue,Picris echioides,5,4,2,,,,
8/11/2004,2004,August,Summer,UP,2,2,POAR,Common knotweed,Polygonum arenastrum,3,2,5,,,,
8/11/2004,2004,August,Summer,UP,2,2,ATTR,Fat hen,Atriplex triangularis,1,4,4,,,,
8/11/2004,2004,August,Summer,UP,2,2,COCO,Brass buttons,Cotula coronopifolia,1,4,1,,,,
8/11/2004,2004,August,Summer,UP,2,2,GRST,Gum-plant,Grindelia stricta,5,3,1,,,,
8/11/2004,2004,August,Summer,UP,2,2,BARE,Bare Ground,N/A,77,,,,,,
8/11/2004,2004,August,Summer,UP,2,3,PIEC,Bristly ox-tongue,Picris echioides,5,6,15,,,,
8/11/2004,2004,August,Summer,UP,2,3,LOCO,Birdfoot trefoil,Lotus corniculatus,7,3,0,,,,
8/11/2004,2004,August,Summer,UP,2,3,DIGR,Stinkwort,Dittrichia graveolens,2,10,1,,,,
8/11/2004,2004,August,Summer,UP,2,3,PLLA,English plantain,Plantago lanceolata,2,13,1,,,,
8/11/2004,2004,August,Summer,UP,2,3,MAPA,Cheeseweed,Malva parviflora,2,2,1,,,,
8/11/2004,2004,August,Summer,UP,2,3,DUFF,Dead Not Standing,N/A,50,,,,,,
8/11/2004,2004,August,Summer,UP,2,3,LITR,Dead and Standing,N/A,5,,,,,,
8/11/2004,2004,August,Summer,UP,2,3,BARE,Bare Ground,N/A,26,,,,,,
8/11/2004,2004,August,Summer,UP,2,3,SPMA,Sand spurrey,Spergularia Macrotheca,1,5,1,,,,
8/11/2004,2004,August,Summer,UP,1,1,GRST,Gum-plant,Grindelia stricta,25,13,2,,,,
8/11/2004,2004,August,Summer,UP,1,1,PIEC,Bristly ox-tongue,Picris echioides,2,4,3,,,,
8/11/2004,2004,August,Summer,UP,1,1,LOCO,Birdfoot trefoil,Lotus corniculatus,5,5,5,,,,
8/11/2004,2004,August,Summer,UP,1,1,SPMA,Sand spurrey,Spergularia Macrotheca,2,4,17,,,,
8/11/2004,2004,August,Summer,UP,1,1,ATTR,Fat hen,Atriplex triangularis,1,3,1,,,,
8/11/2004,2004,August,Summer,UP,1,1,COCO,Brass buttons,Cotula coronopifolia,1,3,1,,,,
8/11/2004,2004,August,Summer,UP,1,1,LITR,Dead and Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,UP,1,1,BARE,Bare Ground,N/A,52,,,,,,
8/11/2004,2004,August,Summer,UP,1,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,2,14,,,,,Forgot to collect/record density data.
8/11/2004,2004,August,Summer,UP,1,2,LOCO,Birdfoot trefoil,Lotus corniculatus,40,4,6,,,,
8/11/2004,2004,August,Summer,UP,1,2,PIEC,Bristly ox-tongue,Picris echioides,7,10,3,,,,
8/11/2004,2004,August,Summer,UP,1,2,GRST,Gum-plant,Grindelia stricta,3,7,1,,,,
8/11/2004,2004,August,Summer,UP,1,2,LASE,Prickly lettuce,Lactuca serriola,4,5,2,,,,
8/11/2004,2004,August,Summer,UP,1,2,SPMA,Sand spurrey,Spergularia Macrotheca,3,4,8,,,,
8/11/2004,2004,August,Summer,UP,1,2,ATTR,Fat hen,Atriplex triangularis,1,5,,,,,Forgot to collect/record density data.
8/11/2004,2004,August,Summer,UP,1,2,DUFF,Dead Not Standing,N/A,5,,,,,,
8/11/2004,2004,August,Summer,UP,1,2,BARE,Bare Ground,N/A,36,,,,,,
8/11/2004,2004,August,Summer,UP,1,2,POAR,Common knotweed,Polygonum arenastrum,1,4,1,,,,
8/11/2004,2004,August,Summer,UP,1,3,GRST,Gum-plant,Grindelia stricta,10,10,0,,,,
8/11/2004,2004,August,Summer,UP,1,3,PIEC,Bristly ox-tongue,Picris echioides,7,8,4,,,,
8/11/2004,2004,August,Summer,UP,1,3,LOCO,Birdfoot trefoil,Lotus corniculatus,40,5,2,,,,
8/11/2004,2004,August,Summer,UP,1,3,DUFF,Dead Not Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,UP,1,3,BARE,Bare Ground,N/A,33,,,,,,
8/11/2004,2004,August,Summer,MP,5,1,SAVI,Pickleweed,Salicornia virginica,6,17,4,,,,
8/11/2004,2004,August,Summer,MP,5,1,GRST,Gum-plant,Grindelia stricta,1,5,1,,,,
8/11/2004,2004,August,Summer,MP,5,1,SPMA,Sand spurrey,Spergularia Macrotheca,10,10,9,,,,
8/11/2004,2004,August,Summer,MP,5,1,COCO,Brass buttons,Cotula coronopifolia,3,6,2,,,,
8/11/2004,2004,August,Summer,MP,5,1,ATTR,Fat hen,Atriplex triangularis,1,12,1,,,,
8/11/2004,2004,August,Summer,MP,5,1,LITR,Dead and Standing,N/A,79,,,,,,
8/11/2004,2004,August,Summer,MP,5,2,SAVI,Pickleweed,Salicornia virginica,35,25,1,,,,
8/11/2004,2004,August,Summer,MP,5,2,COCO,Brass buttons,Cotula coronopifolia,1,5,2,,,,
8/11/2004,2004,August,Summer,MP,5,2,SPMA,Sand spurrey,Spergularia Macrotheca,5,11,12,,,,
8/11/2004,2004,August,Summer,MP,5,2,LOCO,Birdfoot trefoil,Lotus corniculatus,10,7,1,,,,
8/11/2004,2004,August,Summer,MP,5,2,ATTR,Fat hen,Atriplex triangularis,2,13,1,,,,
8/11/2004,2004,August,Summer,MP,5,3,SAVI,Pickleweed,Salicornia virginica,65,54,6,,,,
8/11/2004,2004,August,Summer,MP,5,3,SPMA,Sand spurrey,Spergularia Macrotheca,40,11,3,,,,
8/11/2004,2004,August,Summer,MP,5,3,BARE,Bare Ground,N/A,15,,,,,,
8/11/2004,2004,August,Summer,MP,5,3,LITR,Dead and Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,4,1,SAVI,Pickleweed,Salicornia virginica,75,36,4,,,,
8/11/2004,2004,August,Summer,HM,4,1,ATTR,Fat hen,Atriplex triangularis,1,2,1,,,,
8/11/2004,2004,August,Summer,HM,4,1,DUFF,Dead Not Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,4,1,LITR,Dead and Standing,N/A,5,,,,,,
8/11/2004,2004,August,Summer,HM,4,1,BARE,Bare Ground,N/A,9,,,,,,
8/11/2004,2004,August,Summer,HM,4,2,SAVI,Pickleweed,Salicornia virginica,15,25,0,,,,
8/11/2004,2004,August,Summer,HM,4,2,SPMA,Sand spurrey,Spergularia Macrotheca,20,9,4,,,,
8/11/2004,2004,August,Summer,HM,4,2,ATTR,Fat hen,Atriplex triangularis,2,10,1,,,,
8/11/2004,2004,August,Summer,HM,4,2,LITR,Dead and Standing,N/A,75,,,,,,
8/11/2004,2004,August,Summer,HM,4,2,DUFF,Dead Not Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,4,2,COCO,Brass buttons,Cotula coronopifolia,1,5,1,,,,
8/11/2004,2004,August,Summer,HM,4,3,SPMA,Sand spurrey,Spergularia Macrotheca,20,9,1,,,,
8/11/2004,2004,August,Summer,HM,4,3,COCO,Brass buttons,Cotula coronopifolia,5,6,9,,,,
8/11/2004,2004,August,Summer,HM,4,3,SAVI,Pickleweed,Salicornia virginica,1,10,2,,,,
8/11/2004,2004,August,Summer,HM,4,3,LITR,Dead and Standing,N/A,75,,,,,,
8/11/2004,2004,August,Summer,HM,4,3,DUFF,Dead Not Standing,N/A,10,,,,,,
8/11/2004,2004,August,Summer,HM,3,1,COCO,Brass buttons,Cotula coronopifolia,20,7,11,,,,
8/11/2004,2004,August,Summer,HM,3,1,SPMA,Sand spurrey,Spergularia Macrotheca,10,10,4,,,,
8/11/2004,2004,August,Summer,HM,3,1,SAVI,Pickleweed,Salicornia virginica,3,18,3,,,,
8/11/2004,2004,August,Summer,HM,3,1,BARE,Bare Ground,N/A,67,,,,,,
8/11/2004,2004,August,Summer,HM,3,2,SAVI,Pickleweed,Salicornia virginica,5,12,3,,,,
8/11/2004,2004,August,Summer,HM,3,2,SPMA,Sand spurrey,Spergularia Macrotheca,25,8,8,,,,
8/11/2004,2004,August,Summer,HM,3,2,ATTR,Fat hen,Atriplex triangularis,1,4,6,,,,
8/11/2004,2004,August,Summer,HM,3,2,COCO,Brass buttons,Cotula coronopifolia,1,7,3,,,,
8/11/2004,2004,August,Summer,HM,3,2,LITR,Dead and Standing,N/A,80,,,,,,
8/11/2004,2004,August,Summer,HM,3,2,BARE,Bare Ground,N/A,3,,,,,,
8/11/2004,2004,August,Summer,HM,3,3,SAVI,Pickleweed,Salicornia virginica,15,12,0,,,,
8/11/2004,2004,August,Summer,HM,3,3,COCO,Brass buttons,Cotula coronopifolia,3,6,4,,,,
8/11/2004,2004,August,Summer,HM,3,3,BARE,Bare Ground,N/A,56,,,,,,
8/11/2004,2004,August,Summer,HM,3,3,LITR,Dead and Standing,N/A,25,,,,,,
8/11/2004,2004,August,Summer,HM,3,3,SPMA,Sand spurrey,Spergularia Macrotheca,1,2,0,,,,
8/11/2004,2004,August,Summer,HM,2,1,SAVI,Pickleweed,Salicornia virginica,20,19,2,3,,,
8/11/2004,2004,August,Summer,HM,2,1,COCO,Brass buttons,Cotula coronopifolia,10,6,5,3,,,
8/11/2004,2004,August,Summer,HM,2,1,ALGB,Brown Algae,N/A,35,,,3,,,
8/11/2004,2004,August,Summer,HM,2,1,ALGG,Green Algae,N/A,25,,,3,,,
8/11/2004,2004,August,Summer,HM,2,1,BARE,Bare Ground,N/A,10,,,3,,,
8/11/2004,2004,August,Summer,HM,2,2,ALGG,Green Algae,N/A,25,,,4,,,
8/11/2004,2004,August,Summer,HM,2,2,ALGB,Brown Algae,N/A,40,,,,,,
8/11/2004,2004,August,Summer,HM,2,2,LITR,Dead and Standing,N/A,15,,,,,,
8/11/2004,2004,August,Summer,HM,2,2,COCO,Brass buttons,Cotula coronopifolia,20,11,1,4,,,
8/11/2004,2004,August,Summer,HM,2,3,LITR,Dead and Standing,N/A,15,,,8,,,
8/11/2004,2004,August,Summer,HM,2,3,BARE,Bare Ground,N/A,85,,,8,,,
5/10/2005,2005,May,Spring,LM,1,1,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,1,2,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,1,3,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,HM,6,1,GRST,Gum-plant,Grindelia stricta,36,94,1,,,,
5/10/2005,2005,May,Spring,HM,6,1,COCO,Brass buttons,Cotula coronopifolia,10,13,12,,,,
5/10/2005,2005,May,Spring,HM,6,1,JACA,Saltmarsh Daisy,Jaumea carnosa,20,17,3,,,,
5/10/2005,2005,May,Spring,HM,6,1,LOMU,Italian Ryegrass,Lolium multiflorum,3,29,2,,,,
5/10/2005,2005,May,Spring,HM,6,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,10,23,15,,,,
5/10/2005,2005,May,Spring,HM,6,1,ATTR,Fat hen,Atriplex triangularis,10,6,38,,,,
5/10/2005,2005,May,Spring,HM,6,1,SPMA,Sand spurrey,Spergularia Macrotheca,3,14,1,,,,
5/10/2005,2005,May,Spring,HM,6,1,SAVI,Pickleweed,Salicornia virginica,2,16,0,,,,
5/10/2005,2005,May,Spring,HM,6,1,BARE,Bare Ground,N/A,5,,,,,,
5/10/2005,2005,May,Spring,HM,6,1,LOCO,Birdfoot trefoil,Lotus corniculatus,1,3,1,,,,
5/10/2005,2005,May,Spring,HM,6,2,SAVI,Pickleweed,Salicornia virginica,55,48,1,,,,
5/10/2005,2005,May,Spring,HM,6,2,JACA,Saltmarsh Daisy,Jaumea carnosa,44,30,2,,,,
5/10/2005,2005,May,Spring,HM,6,2,DISP,Salt Grass,Distichlis spicata,1,37,1,,,,
5/10/2005,2005,May,Spring,HM,6,3,SAVI,Pickleweed,Salicornia virginica,5,34,2,,,,
5/10/2005,2005,May,Spring,HM,6,3,COCO,Brass buttons,Cotula coronopifolia,15,13,3,,,,
5/10/2005,2005,May,Spring,HM,6,3,SPMA,Sand spurrey,Spergularia Macrotheca,10,10,2,,,,
5/10/2005,2005,May,Spring,HM,6,3,SPFO,Cordgrass,Spartina foliosa,15,37,5,,,,
5/10/2005,2005,May,Spring,HM,6,3,ALGG,Green Algae,N/A,5,,,,,,
5/10/2005,2005,May,Spring,HM,6,3,BARE,Bare Ground,N/A,50,,,,,,
5/10/2005,2005,May,Spring,UP,6,1,HOSP,#N/A,#N/A,60,14,500,,,,"Hordeum species, sample collected for id as it could be HOMA or HOMU"
5/10/2005,2005,May,Spring,UP,6,1,COCO,Brass buttons,Cotula coronopifolia,24,15,23,,,,
5/10/2005,2005,May,Spring,UP,6,1,LOMU,Italian Ryegrass,Lolium multiflorum,10,37,7,,,,
5/10/2005,2005,May,Spring,UP,6,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,18,7,,,,
5/10/2005,2005,May,Spring,UP,6,1,BRHO,Soft chess,Bromus hordeaceous,1,14,0,,,,
5/10/2005,2005,May,Spring,UP,6,2,MEPO,California burrclover,Medicago polymorpha,15,21,0,,,,
5/10/2005,2005,May,Spring,UP,6,2,FOVU,Common Fennel,Foeniculum vulgare,7,27,3,,,,
5/10/2005,2005,May,Spring,UP,6,2,LOMU,Italian Ryegrass,Lolium multiflorum,95,29,300,,,,
5/10/2005,2005,May,Spring,UP,6,2,BRDI,Ripgut brome,Bromus diandrus,5,16,1,,,,
5/10/2005,2005,May,Spring,UP,6,2,SPMA,Sand spurrey,Spergularia Macrotheca,1,5,1,,,,
5/10/2005,2005,May,Spring,UP,6,2,ERBO,Longbeak stork?s bill,Erodium botrys,1,3,1,,,,
5/10/2005,2005,May,Spring,UP,6,3,RASA,Common wildraddish,Raphanus sativa,20,42,3,,,,
5/10/2005,2005,May,Spring,UP,6,3,LOMU,Italian Ryegrass,Lolium multiflorum,90,47,300,,,,
5/10/2005,2005,May,Spring,UP,6,3,VISA,Common vetch,Vicia sativa,5,12,2,,,,
5/10/2005,2005,May,Spring,UP,6,3,MEPO,California burrclover,Medicago polymorpha,15,28,4,,,,
5/10/2005,2005,May,Spring,UP,6,3,HOBR,Meadow Barley,Hordeum brachyantherum,5,26,2,,,,
5/10/2005,2005,May,Spring,UP,6,3,LASE,Prickly lettuce,Lactuca serriola,5,25,2,,,,
5/10/2005,2005,May,Spring,LM,6,1,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,6,2,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,6,3,BARE,Bare Ground,N/A,100,,,1,,,
5/10/2005,2005,May,Spring,LM,5,1,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,5,2,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,5,3,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,3,1,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,3,2,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,3,3,BARE,Bare Ground,N/A,100,,,,,,
5/10/2005,2005,May,Spring,LM,4,1,COCO,Brass buttons,Cotula coronopifolia,88,8,9,,,,
5/10/2005,2005,May,Spring,LM,4,1,ALGG,Green Algae,N/A,5,,,,,,
5/10/2005,2005,May,Spring,LM,4,1,BARE,Bare Ground,N/A,5,,,,,,
5/10/2005,2005,May,Spring,LM,4,1,SPMA,Sand spurrey,Spergularia Macrotheca,2,6,1,,,,
5/10/2005,2005,May,Spring,LM,4,2,SAVI,Pickleweed,Salicornia virginica,20,20,7,,,,
5/10/2005,2005,May,Spring,LM,4,2,COCO,Brass buttons,Cotula coronopifolia,15,7,25,,,,
5/10/2005,2005,May,Spring,LM,4,2,ELSP,Eleocharis species,Eleocharis species,2,2,6,1,,,"ELEOCHARIS SPECIES THAT WAS COLLECTED IN GC chanel cross sectiom August 2004, npt yet identified to species"
5/10/2005,2005,May,Spring,LM,4,2,ALGG,Green Algae,N/A,,,,1,,,
5/10/2005,2005,May,Spring,LM,4,2,BARE,Bare Ground,N/A,,,,1,,,
5/10/2005,2005,May,Spring,LM,4,2,SPMA,Sand spurrey,Spergularia Macrotheca,1,3,1,1,,,
5/10/2005,2005,May,Spring,LM,4,3,SAVI,Pickleweed,Salicornia virginica,5,13,12,,,,
5/10/2005,2005,May,Spring,LM,4,3,SPMA,Sand spurrey,Spergularia Macrotheca,3,7,1,,,,
5/10/2005,2005,May,Spring,LM,4,3,COCO,Brass buttons,Cotula coronopifolia,2,3,12,,,,
5/10/2005,2005,May,Spring,LM,4,3,ELSP,Eleocharis species,Eleocharis species,3,3,20,,,,"ELEOCHARIS SPECIES THAT WAS COLLECTED IN GC chanel cross sectiom August 2004, npt yet identified to species"
5/10/2005,2005,May,Spring,LM,4,3,ALGG,Green Algae,N/A,1,,,,,,
5/10/2005,2005,May,Spring,LM,4,3,BARE,Bare Ground,N/A,86,,,,,,
5/10/2005,2005,May,Spring,MP,6,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,10,30,34,,,,
5/10/2005,2005,May,Spring,MP,6,1,SAVI,Pickleweed,Salicornia virginica,35,33,5,,,,
5/10/2005,2005,May,Spring,MP,6,1,DISP,Salt Grass,Distichlis spicata,45,18,100,,,,
5/10/2005,2005,May,Spring,MP,6,1,COCO,Brass buttons,Cotula coronopifolia,5,9,17,,,,
5/10/2005,2005,May,Spring,MP,6,1,SPMA,Sand spurrey,Spergularia Macrotheca,5,16,8,,,,
5/10/2005,2005,May,Spring,MP,6,2,SAVI,Pickleweed,Salicornia virginica,35,43,1,,,,
5/10/2005,2005,May,Spring,MP,6,2,COCO,Brass buttons,Cotula coronopifolia,25,22,26,,,,
5/10/2005,2005,May,Spring,MP,6,2,SPMA,Sand spurrey,Spergularia Macrotheca,3,20,11,,,,
5/10/2005,2005,May,Spring,MP,6,2,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,10,19,9,,,,
5/10/2005,2005,May,Spring,MP,6,2,DISP,Salt Grass,Distichlis spicata,20,20,20,,,,
5/10/2005,2005,May,Spring,MP,6,2,GRST,Gum-plant,Grindelia stricta,1,10,1,,,,
5/10/2005,2005,May,Spring,MP,6,2,ALGG,Green Algae,N/A,5,,,,,,
