Month,Year,Date,Project,Tide,Start,Ttime,Temp,Wind,Sky,Precip,Grid_250,Species,Common Name,Scientific Name,Bd_Type,Guild,Number,Habitat,Behavior,Obs,Notes
September,2008,09/25/08,GC,LOW,17:00,1.9,85,1,20,0,1,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,9,MF,FO,TE,
September,2008,09/25/08,GC,LOW,17:00,1.9,85,1,20,0,1,KILL,Killdeer,Charadrius vociferus,Shorebird,SP,1,MF,PR,TE,
September,2008,09/25/08,GC,LOW,17:00,1.9,85,1,20,0,1,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,1,MF,FO,TE,
September,2008,09/25/08,GC,LOW,17:00,1.9,85,1,20,0,2,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,19,AE,FL,TE,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
,,,,,,,,,,,,,,,#N/A,,,,,,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,12,LBCU,Long-billed Curlew,Numenius americanus,Shorebird,DP,1,SH,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,9,WEGU,Western Gull,Larus occidentalis,Gull/Tern,OP,1,AE,FL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,9,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,1,AE,FL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,12,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,9,AE,FL,JA,Flew from 9 to 3
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,8,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,20,AE,FL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,12,GADW,Gadwall,Anas strepera,Dabbler,DAB,16,SH,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,12,AMWI,American Wigeon,Anas americana,Dabbler,DAB,4,SH,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,7,GADW,Gadwall,Anas strepera,Dabbler,DAB,8,SH,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,7,AMWI,American Wigeon,Anas americana,Dabbler,DAB,2,SH,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,12,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,4,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,8,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,2,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,8,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,25,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,8,WEME,Western Meadowlark,Sturnella neglecta,Passerine,GR ,1,AE,FL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,9,MALL,Mallard,Anas platyrhynchos,Dabbler,DAB,12,AE,FL,JA,flushed by truck
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,8,DUNL,Dunlin,Calidris alpina,Shorebird,SP,2,AE,FL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,2,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,26,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,7,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,40,SH,FO,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,7,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,20,AE,FL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,6,WILL,Willet,Catoptrophorus semipalmatus,Shorebird,SP,1,SH,FO,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,6,MAGO,Marbled Godwit,Limosa fedoa,Shorebird,DP,42,SH,RO,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,8,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,37,AE,FO,JA,flew in from channel direction
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,4,SOSP,Song Sparrow,Melospiza melodia,Passerine,GR ,1,UL,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,4,MAWR,Marsh Wren,Cistothorus palustris,Passerine,GR ,1,UL,AL,JA,
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,2,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,8,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,18,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,60,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,2,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,15,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,2,AMAV,American Avocet,Recurvirostra americana,Shorebird,SP,15,AE,FL,JA,flying toward pond across hwy
October,2008,10/22/08,GC,HIGH,9:05,4.3,68,0,0,0,2,WESA/LESA,Sandpiper,Calidris spp.,Shorebird,SP,10,AE,FL,JA,flying toward pond across hwy
